ProductID,ProductName,QuantityInStock,ReorderPoint,Supplier,SupplierContact,LeadTime,StorageLocation,UnitCost
P65681,Printer,425,76,DirectGoods,directgoods@example.com,8,WH-3,34.79
P71902,Desk,32,20,WarePlus,wareplus@example.com,6,WH-2,148.51
P35582,Printer,203,45,SupplyCo,supplyco@example.com,4,WH-4,10.71
P45427,Tablet,464,55,Global Parts,global parts@example.com,8,WH-2,113.33
P44744,Monitor,128,98,DirectGoods,directgoods@example.com,4,WH-3,19.26
P17363,Tablet,489,89,WarePlus,wareplus@example.com,14,WH-4,93.52
P76950,Phone,310,94,SupplyCo,supplyco@example.com,7,WH-3,129.42
P46851,Monitor,378,83,WarePlus,wareplus@example.com,21,WH-2,65.14
P68592,Phone,52,32,Global Parts,global parts@example.com,15,WH-1,137.58
P73943,Desk,205,67,DirectGoods,directgoods@example.com,18,WH-5,156.22
P88285,Tablet,215,83,SupplyCo,supplyco@example.com,7,WH-2,127.35
P35177,Printer,307,52,SupplyCo,supplyco@example.com,14,WH-5,159.83
P96085,Printer,22,76,WarePlus,wareplus@example.com,4,WH-1,169.81
P62647,Chair,269,82,WarePlus,wareplus@example.com,19,WH-1,196.27
P74075,Monitor,93,37,SupplyCo,supplyco@example.com,8,WH-5,191.94
P40699,Printer,73,40,WarePlus,wareplus@example.com,8,WH-4,177.9
P51535,Laptop,194,80,DirectGoods,directgoods@example.com,9,WH-1,36.24
P85952,Laptop,403,70,WarePlus,wareplus@example.com,17,WH-1,181.71
P52181,Chair,191,31,WarePlus,wareplus@example.com,9,WH-5,83.41
P49223,Monitor,139,23,Global Parts,global parts@example.com,5,WH-3,160.01
P33041,Monitor,160,48,SupplyCo,supplyco@example.com,13,WH-3,114.95
P19774,Tablet,106,67,DirectGoods,directgoods@example.com,19,WH-2,197.68
P50087,Monitor,299,21,SupplyCo,supplyco@example.com,3,WH-3,100.05
P17253,Chair,444,46,DirectGoods,directgoods@example.com,20,WH-2,129.32
P59489,Phone,247,56,DirectGoods,directgoods@example.com,5,WH-2,143.94
P47924,Desk,142,83,DirectGoods,directgoods@example.com,9,WH-3,170.89
P25430,Desk,66,24,DirectGoods,directgoods@example.com,6,WH-5,182.92
P21384,Desk,32,85,SupplyCo,supplyco@example.com,12,WH-2,50.27
P28789,Desk,0,98,DirectGoods,directgoods@example.com,16,WH-1,135.5
P34425,Desk,228,49,DirectGoods,directgoods@example.com,4,WH-4,197.42
P37055,Tablet,205,38,WarePlus,wareplus@example.com,18,WH-5,158.4
P79740,Tablet,177,31,DirectGoods,directgoods@example.com,14,WH-3,150.27
P99821,Tablet,126,95,DirectGoods,directgoods@example.com,7,WH-1,159.91
P31299,Phone,410,93,Global Parts,global parts@example.com,8,WH-3,21.58
P73596,Laptop,162,78,DirectGoods,directgoods@example.com,8,WH-2,59.73
P28623,Phone,142,40,WarePlus,wareplus@example.com,10,WH-3,29.98
P93598,Monitor,340,58,DirectGoods,directgoods@example.com,18,WH-4,177.05
P35742,Tablet,445,30,Global Parts,global parts@example.com,18,WH-2,189.22
P71416,Tablet,59,89,WarePlus,wareplus@example.com,10,WH-1,130.96
P94901,Monitor,119,61,WarePlus,wareplus@example.com,10,WH-4,112.37
P20634,Printer,331,93,DirectGoods,directgoods@example.com,19,WH-1,19.41
P27561,Chair,395,31,Global Parts,global parts@example.com,11,WH-5,26.6
P69318,Chair,293,35,WarePlus,wareplus@example.com,20,WH-2,148.73
P28418,Chair,52,54,WarePlus,wareplus@example.com,21,WH-3,193.3
P54746,Laptop,189,40,Global Parts,global parts@example.com,16,WH-4,181.46
P90523,Printer,42,36,SupplyCo,supplyco@example.com,17,WH-2,196.85
P85076,Phone,410,27,DirectGoods,directgoods@example.com,5,WH-1,129.74
P91486,Desk,97,47,WarePlus,wareplus@example.com,14,WH-1,184.25
P31274,Tablet,6,53,Global Parts,global parts@example.com,4,WH-1,74.74
P35025,Tablet,394,29,SupplyCo,supplyco@example.com,8,WH-3,119.03
P79704,Tablet,289,47,SupplyCo,supplyco@example.com,15,WH-2,37.59
P23975,Chair,96,25,DirectGoods,directgoods@example.com,9,WH-3,148.58
P84276,Phone,36,86,SupplyCo,supplyco@example.com,4,WH-5,182.76
P56541,Phone,82,26,WarePlus,wareplus@example.com,9,WH-2,24.11
P32595,Chair,471,74,WarePlus,wareplus@example.com,19,WH-5,185.92
P83511,Laptop,12,61,Global Parts,global parts@example.com,16,WH-1,9.28
P76524,Printer,119,65,WarePlus,wareplus@example.com,17,WH-2,18.14
P74344,Tablet,220,22,DirectGoods,directgoods@example.com,15,WH-5,130.05
P38471,Phone,234,44,SupplyCo,supplyco@example.com,5,WH-4,50.51
P49378,Tablet,241,72,WarePlus,wareplus@example.com,5,WH-4,186.5
P44309,Chair,444,81,Global Parts,global parts@example.com,15,WH-4,3.86
P78170,Desk,266,30,DirectGoods,directgoods@example.com,18,WH-3,99.64
P38940,Printer,72,24,WarePlus,wareplus@example.com,18,WH-1,22.11
P53210,Tablet,310,29,SupplyCo,supplyco@example.com,18,WH-1,111.67
P63507,Phone,239,61,Global Parts,global parts@example.com,4,WH-2,197.31
P28571,Monitor,479,78,WarePlus,wareplus@example.com,21,WH-4,130.76
P22687,Phone,198,21,WarePlus,wareplus@example.com,14,WH-3,74.3
P41142,Laptop,383,90,Global Parts,global parts@example.com,20,WH-4,154.76
P31670,Printer,55,87,SupplyCo,supplyco@example.com,3,WH-5,27.69
P81888,Phone,421,36,SupplyCo,supplyco@example.com,9,WH-4,166.82
P36077,Laptop,348,20,SupplyCo,supplyco@example.com,7,WH-2,140.53
P59935,Monitor,174,44,SupplyCo,supplyco@example.com,4,WH-2,168.76
P45647,Phone,342,36,DirectGoods,directgoods@example.com,4,WH-4,56.35
P82285,Chair,439,58,DirectGoods,directgoods@example.com,18,WH-2,104.18
P68793,Chair,65,25,DirectGoods,directgoods@example.com,18,WH-5,187.89
P77804,Monitor,420,48,SupplyCo,supplyco@example.com,3,WH-2,85.74
P31932,Desk,338,69,DirectGoods,directgoods@example.com,11,WH-3,130.62
P45183,Phone,493,50,WarePlus,wareplus@example.com,16,WH-3,114.8
P63200,Laptop,24,46,Global Parts,global parts@example.com,14,WH-1,150.9
P96075,Phone,362,97,Global Parts,global parts@example.com,8,WH-1,13.07
P26158,Desk,278,97,DirectGoods,directgoods@example.com,3,WH-1,58.03
P96306,Desk,421,100,WarePlus,wareplus@example.com,21,WH-4,51.69
P13341,Desk,449,52,WarePlus,wareplus@example.com,21,WH-4,168.89
P27265,Phone,361,92,WarePlus,wareplus@example.com,6,WH-5,78.41
P52393,Laptop,258,62,WarePlus,wareplus@example.com,18,WH-1,40.72
P77616,Tablet,330,75,DirectGoods,directgoods@example.com,11,WH-1,33.4
P98302,Tablet,83,88,SupplyCo,supplyco@example.com,12,WH-1,135.39
P22089,Monitor,186,41,WarePlus,wareplus@example.com,17,WH-4,54.66
P38229,Desk,63,71,DirectGoods,directgoods@example.com,6,WH-4,152.72
P75961,Laptop,494,60,WarePlus,wareplus@example.com,3,WH-2,160.39
P53867,Monitor,173,41,DirectGoods,directgoods@example.com,18,WH-1,172.6
P73097,Phone,146,64,SupplyCo,supplyco@example.com,8,WH-3,178.01
P95990,Tablet,8,84,SupplyCo,supplyco@example.com,5,WH-2,30.68
P46348,Printer,337,93,WarePlus,wareplus@example.com,3,WH-5,4.2
P28664,Phone,448,69,WarePlus,wareplus@example.com,10,WH-5,108.09
P54983,Phone,319,36,DirectGoods,directgoods@example.com,3,WH-1,70.81
P32617,Phone,162,84,DirectGoods,directgoods@example.com,4,WH-1,109.81
P27192,Chair,466,66,WarePlus,wareplus@example.com,16,WH-1,162.41
P20294,Desk,87,91,WarePlus,wareplus@example.com,18,WH-2,10.63
P24029,Laptop,333,20,Global Parts,global parts@example.com,16,WH-5,117.94
P82334,Laptop,63,100,DirectGoods,directgoods@example.com,13,WH-2,171.33
P26345,Laptop,253,49,WarePlus,wareplus@example.com,19,WH-4,16.79
P79895,Phone,453,88,Global Parts,global parts@example.com,21,WH-2,128.54
P21813,Monitor,3,57,WarePlus,wareplus@example.com,18,WH-3,87.48
P41559,Phone,227,21,DirectGoods,directgoods@example.com,21,WH-3,58.75
P15109,Tablet,307,29,DirectGoods,directgoods@example.com,12,WH-3,37.94
P15948,Printer,119,60,DirectGoods,directgoods@example.com,3,WH-2,187.62
P16168,Desk,419,27,DirectGoods,directgoods@example.com,16,WH-4,179.1
P29123,Tablet,48,27,WarePlus,wareplus@example.com,18,WH-3,61.23
P45769,Chair,454,53,SupplyCo,supplyco@example.com,19,WH-3,70.62
P48138,Phone,179,59,SupplyCo,supplyco@example.com,8,WH-5,63.73
P14527,Printer,42,26,DirectGoods,directgoods@example.com,3,WH-2,155.2
P92040,Laptop,288,38,DirectGoods,directgoods@example.com,16,WH-5,95.74
P61657,Phone,178,67,WarePlus,wareplus@example.com,11,WH-4,20.31
P41681,Monitor,267,24,SupplyCo,supplyco@example.com,11,WH-3,138.83
P23366,Chair,392,91,WarePlus,wareplus@example.com,21,WH-2,100.38
P76692,Tablet,194,81,WarePlus,wareplus@example.com,19,WH-4,74.51
P81800,Chair,150,82,WarePlus,wareplus@example.com,12,WH-2,54.41
P14427,Laptop,230,76,WarePlus,wareplus@example.com,18,WH-5,164.84
P36445,Chair,345,60,Global Parts,global parts@example.com,12,WH-3,73.89
P57789,Laptop,115,90,DirectGoods,directgoods@example.com,16,WH-3,148.41
P79254,Tablet,423,68,DirectGoods,directgoods@example.com,20,WH-4,111.14
P74968,Desk,396,87,SupplyCo,supplyco@example.com,6,WH-5,125.49
P53255,Printer,166,68,Global Parts,global parts@example.com,18,WH-5,54.96
P41997,Phone,46,71,SupplyCo,supplyco@example.com,17,WH-1,100.69
P73771,Phone,414,54,DirectGoods,directgoods@example.com,8,WH-3,129.54
P84492,Laptop,270,88,DirectGoods,directgoods@example.com,10,WH-3,164.9
P17238,Printer,273,94,WarePlus,wareplus@example.com,14,WH-5,37.29
P48056,Laptop,378,80,Global Parts,global parts@example.com,8,WH-1,46.06
P21308,Desk,51,73,DirectGoods,directgoods@example.com,9,WH-2,117.44
P91909,Tablet,386,62,DirectGoods,directgoods@example.com,21,WH-5,158.38
P35915,Monitor,131,82,Global Parts,global parts@example.com,16,WH-3,179.08
P18451,Monitor,218,34,SupplyCo,supplyco@example.com,9,WH-4,150.89
P60419,Monitor,111,60,DirectGoods,directgoods@example.com,12,WH-1,124.11
P69171,Printer,411,96,SupplyCo,supplyco@example.com,13,WH-2,5.3
P84649,Laptop,184,34,Global Parts,global parts@example.com,3,WH-1,81.57
P61528,Laptop,479,36,DirectGoods,directgoods@example.com,14,WH-3,90.22
P25204,Chair,186,27,Global Parts,global parts@example.com,3,WH-4,146.95
P11509,Printer,240,27,SupplyCo,supplyco@example.com,6,WH-4,153.49
P76776,Phone,307,29,WarePlus,wareplus@example.com,5,WH-4,116.3
P19859,Desk,386,92,DirectGoods,directgoods@example.com,15,WH-1,43.5
